,path,emotion
52,data/my-custom\female1_8a_1_sad.wav,sad
53,data/my-custom\female1_8a_2_sad.wav,sad
54,data/my-custom\female1_8b_1_sad.wav,sad
55,data/my-custom\female1_8b_2_sad.wav,sad
56,data/my-custom\female1_9a_1_sad.wav,sad
57,data/my-custom\female1_9a_2_sad.wav,sad
58,data/my-custom\female1_9b_1_sad.wav,sad
59,data/my-custom\female1_9b_2_sad.wav,sad
60,data/my-custom\female2_10a_1_sad.wav,sad
61,data/my-custom\female2_10a_2_sad.wav,sad
62,data/my-custom\female2_10b_1_sad.wav,sad
63,data/my-custom\female2_10b_2_sad.wav,sad
64,data/my-custom\female2_11a_1_sad.wav,sad
65,data/my-custom\female2_11a_2_sad.wav,sad
66,data/my-custom\female2_11b_1_sad.wav,sad
67,data/my-custom\female2_11b_2_sad.wav,sad
68,data/my-custom\female2_12a_1_sad.wav,sad
69,data/my-custom\female2_12a_2_sad.wav,sad
70,data/my-custom\female2_12b_1_sad.wav,sad
71,data/my-custom\female2_12b_2_sad.wav,sad
72,data/my-custom\female2_13a_1_sad.wav,sad
73,data/my-custom\female2_13a_2_sad.wav,sad
74,data/my-custom\female2_13b_1_sad.wav,sad
75,data/my-custom\female2_13b_2_sad.wav,sad
76,data/my-custom\female2_14a_1_sad.wav,sad
77,data/my-custom\female2_14a_2_sad.wav,sad
78,data/my-custom\female2_14b_1_sad.wav,sad
79,data/my-custom\female2_14b_2_sad.wav,sad
80,data/my-custom\female2_15a_1_sad.wav,sad
81,data/my-custom\female2_15a_2_sad.wav,sad
82,data/my-custom\female2_15b_1_sad.wav,sad
83,data/my-custom\female2_15b_2_sad.wav,sad
84,data/my-custom\female2_1a_1_sad.wav,sad
85,data/my-custom\female2_1a_2_sad.wav,sad
86,data/my-custom\female2_1b_1_sad.wav,sad
87,data/my-custom\female2_1b_2_sad.wav,sad
88,data/my-custom\female2_2a_1_sad.wav,sad
89,data/my-custom\female2_2a_2_sad.wav,sad
90,data/my-custom\female2_2b_1_sad.wav,sad
91,data/my-custom\female2_2b_2_sad.wav,sad
92,data/my-custom\female2_3a_1_sad.wav,sad
93,data/my-custom\female2_3a_2_sad.wav,sad
94,data/my-custom\female2_3b_1_sad.wav,sad
95,data/my-custom\female2_3b_2_sad.wav,sad
96,data/my-custom\female2_4a_1_sad.wav,sad
97,data/my-custom\female2_4a_2_sad.wav,sad
98,data/my-custom\female2_4b_1_sad.wav,sad
99,data/my-custom\female2_4b_2_sad.wav,sad
100,data/my-custom\female2_5a_1_sad.wav,sad
101,data/my-custom\female2_5a_2_sad.wav,sad
102,data/my-custom\female2_5b_1_sad.wav,sad
103,data/my-custom\female2_5b_2_sad.wav,sad
104,data/my-custom\female2_6a_1_sad.wav,sad
105,data/my-custom\female2_6a_2_sad.wav,sad
106,data/my-custom\female2_6b_1_sad.wav,sad
107,data/my-custom\female2_6b_2_sad.wav,sad
108,data/my-custom\female2_7a_1_sad.wav,sad
109,data/my-custom\female2_7a_2_sad.wav,sad
110,data/my-custom\female2_7b_1_sad.wav,sad
111,data/my-custom\female2_7b_2_sad.wav,sad
112,data/my-custom\female2_8a_1_sad.wav,sad
113,data/my-custom\female2_8a_2_sad.wav,sad
114,data/my-custom\female2_8b_1_sad.wav,sad
115,data/my-custom\female2_8b_2_sad.wav,sad
116,data/my-custom\female2_9a_1_sad.wav,sad
117,data/my-custom\female2_9a_2_sad.wav,sad
118,data/my-custom\female2_9b_1_sad.wav,sad
119,data/my-custom\female2_9b_2_sad.wav,sad
120,data/my-custom\male1_10a_1_sad.wav,sad
121,data/my-custom\male1_10a_2_sad.wav,sad
122,data/my-custom\male1_10b_1_sad.wav,sad
123,data/my-custom\male1_10b_2_sad.wav,sad
124,data/my-custom\male1_11a_1_sad.wav,sad
125,data/my-custom\male1_11a_2_sad.wav,sad
126,data/my-custom\male1_11b_1_sad.wav,sad
127,data/my-custom\male1_11b_2_sad.wav,sad
128,data/my-custom\male1_12a_1_sad.wav,sad
129,data/my-custom\male1_12a_2_sad.wav,sad
130,data/my-custom\male1_12b_1_sad.wav,sad
131,data/my-custom\male1_12b_2_sad.wav,sad
132,data/my-custom\male1_13a_1_sad.wav,sad
133,data/my-custom\male1_13a_2_sad.wav,sad
134,data/my-custom\male1_13b_1_sad.wav,sad
135,data/my-custom\male1_13b_2_sad.wav,sad
136,data/my-custom\male1_14a_1_sad.wav,sad
137,data/my-custom\male1_14a_2_sad.wav,sad
138,data/my-custom\male1_14b_1_sad.wav,sad
139,data/my-custom\male1_14b_2_sad.wav,sad
140,data/my-custom\male1_15a_1_sad.wav,sad
141,data/my-custom\male1_15a_2_sad.wav,sad
142,data/my-custom\male1_15b_1_sad.wav,sad
143,data/my-custom\male1_15b_2_sad.wav,sad
144,data/my-custom\male1_1a_1_sad.wav,sad
145,data/my-custom\male1_1a_2_sad.wav,sad
146,data/my-custom\male1_1b_1_sad.wav,sad
147,data/my-custom\male1_1b_2_sad.wav,sad
148,data/my-custom\male1_2a_1_sad.wav,sad
149,data/my-custom\male1_2a_2_sad.wav,sad
150,data/my-custom\male1_2b_1_sad.wav,sad
151,data/my-custom\male1_2b_2_sad.wav,sad
152,data/my-custom\male1_3a_1_sad.wav,sad
153,data/my-custom\male1_3a_2_sad.wav,sad
154,data/my-custom\male1_3b_1_sad.wav,sad
155,data/my-custom\male1_3b_2_sad.wav,sad
156,data/my-custom\male1_4a_1_sad.wav,sad
157,data/my-custom\male1_4a_2_sad.wav,sad
158,data/my-custom\male1_4b_1_sad.wav,sad
159,data/my-custom\male1_4b_2_sad.wav,sad
160,data/my-custom\male1_5a_1_sad.wav,sad
161,data/my-custom\male1_5a_2_sad.wav,sad
162,data/my-custom\male1_5b_1_sad.wav,sad
163,data/my-custom\male1_5b_2_sad.wav,sad
164,data/my-custom\male1_6a_1_sad.wav,sad
165,data/my-custom\male1_6a_2_sad.wav,sad
166,data/my-custom\male1_6b_1_sad.wav,sad
167,data/my-custom\male1_6b_2_sad.wav,sad
168,data/my-custom\male1_7a_1_sad.wav,sad
169,data/my-custom\male1_7a_2_sad.wav,sad
170,data/my-custom\male1_7b_1_sad.wav,sad
171,data/my-custom\male1_7b_2_sad.wav,sad
172,data/my-custom\male1_8a_1_sad.wav,sad
173,data/my-custom\male1_8a_2_sad.wav,sad
174,data/my-custom\male1_8b_1_sad.wav,sad
175,data/my-custom\male1_8b_2_sad.wav,sad
176,data/my-custom\male1_9a_1_sad.wav,sad
177,data/my-custom\male1_9a_2_sad.wav,sad
178,data/my-custom\male1_9b_1_sad.wav,sad
179,data/my-custom\male1_9b_2_sad.wav,sad
180,data/my-custom\male2_10a_1_sad.wav,sad
181,data/my-custom\male2_10a_2_sad.wav,sad
182,data/my-custom\male2_10b_1_sad.wav,sad
183,data/my-custom\male2_10b_2_sad.wav,sad
184,data/my-custom\male2_11a_1_sad.wav,sad
185,data/my-custom\male2_11a_2_sad.wav,sad
186,data/my-custom\male2_11b_1_sad.wav,sad
187,data/my-custom\male2_11b_2_sad.wav,sad
188,data/my-custom\male2_12a_1_sad.wav,sad
189,data/my-custom\male2_12a_2_sad.wav,sad
190,data/my-custom\male2_12b_1_sad.wav,sad
191,data/my-custom\male2_12b_2_sad.wav,sad
192,data/my-custom\male2_13a_1_sad.wav,sad
193,data/my-custom\male2_13a_2_sad.wav,sad
194,data/my-custom\male2_13b_1_sad.wav,sad
195,data/my-custom\male2_13b_2_sad.wav,sad
196,data/my-custom\male2_14a_1_sad.wav,sad
197,data/my-custom\male2_14a_2_sad.wav,sad
198,data/my-custom\male2_14b_1_sad.wav,sad
199,data/my-custom\male2_14b_2_sad.wav,sad
200,data/my-custom\male2_15a_1_sad.wav,sad
201,data/my-custom\male2_15a_2_sad.wav,sad
202,data/my-custom\male2_15b_1_sad.wav,sad
203,data/my-custom\male2_15b_2_sad.wav,sad
204,data/my-custom\male2_1a_1_sad.wav,sad
205,data/my-custom\male2_1a_2_sad.wav,sad
206,data/my-custom\male2_1b_1_sad.wav,sad
207,data/my-custom\male2_1b_2_sad.wav,sad
208,data/my-custom\male2_2a_1_sad.wav,sad
209,data/my-custom\male2_2a_2_sad.wav,sad
210,data/my-custom\male2_2b_1_sad.wav,sad
211,data/my-custom\male2_2b_2_sad.wav,sad
212,data/my-custom\male2_3a_1_sad.wav,sad
213,data/my-custom\male2_3a_2_sad.wav,sad
214,data/my-custom\male2_3b_1_sad.wav,sad
215,data/my-custom\male2_3b_2_sad.wav,sad
216,data/my-custom\male2_4a_1_sad.wav,sad
217,data/my-custom\male2_4a_2_sad.wav,sad
218,data/my-custom\male2_4b_1_sad.wav,sad
219,data/my-custom\male2_4b_2_sad.wav,sad
220,data/my-custom\male2_5a_1_sad.wav,sad
221,data/my-custom\male2_5a_2_sad.wav,sad
222,data/my-custom\male2_5b_1_sad.wav,sad
223,data/my-custom\male2_5b_2_sad.wav,sad
224,data/my-custom\male2_6a_1_sad.wav,sad
225,data/my-custom\male2_6a_2_sad.wav,sad
226,data/my-custom\male2_6b_1_sad.wav,sad
227,data/my-custom\male2_6b_2_sad.wav,sad
228,data/my-custom\male2_7a_1_sad.wav,sad
229,data/my-custom\male2_7a_2_sad.wav,sad
230,data/my-custom\male2_7b_1_sad.wav,sad
231,data/my-custom\male2_7b_2_sad.wav,sad
232,data/my-custom\male2_8a_1_sad.wav,sad
233,data/my-custom\male2_8a_2_sad.wav,sad
234,data/my-custom\male2_8b_1_sad.wav,sad
235,data/my-custom\male2_8b_2_sad.wav,sad
236,data/my-custom\male2_9a_1_sad.wav,sad
237,data/my-custom\male2_9a_2_sad.wav,sad
238,data/my-custom\male2_9b_1_sad.wav,sad
239,data/my-custom\male2_9b_2_sad.wav,sad
240,data/my-custom\female1_10a_1_neutral.wav,neutral
241,data/my-custom\female1_10a_2_neutral.wav,neutral
242,data/my-custom\female1_10b_1_neutral.wav,neutral
243,data/my-custom\female1_10b_2_neutral.wav,neutral
244,data/my-custom\female1_11a_1_neutral.wav,neutral
245,data/my-custom\female1_11a_2_neutral.wav,neutral
246,data/my-custom\female1_11b_1_neutral.wav,neutral
247,data/my-custom\female1_11b_2_neutral.wav,neutral
248,data/my-custom\female1_12a_1_neutral.wav,neutral
249,data/my-custom\female1_12a_2_neutral.wav,neutral
250,data/my-custom\female1_12b_1_neutral.wav,neutral
251,data/my-custom\female1_12b_2_neutral.wav,neutral
252,data/my-custom\female1_13a_1_neutral.wav,neutral
253,data/my-custom\female1_13a_2_neutral.wav,neutral
254,data/my-custom\female1_13b_1_neutral.wav,neutral
255,data/my-custom\female1_13b_2_neutral.wav,neutral
256,data/my-custom\female1_14a_1_neutral.wav,neutral
257,data/my-custom\female1_14a_2_neutral.wav,neutral
258,data/my-custom\female1_14b_1_neutral.wav,neutral
259,data/my-custom\female1_14b_2_neutral.wav,neutral
260,data/my-custom\female1_15a_1_neutral.wav,neutral
261,data/my-custom\female1_15a_2_neutral.wav,neutral
262,data/my-custom\female1_15b_1_neutral.wav,neutral
263,data/my-custom\female1_15b_2_neutral.wav,neutral
264,data/my-custom\female1_1a_1_neutral.wav,neutral
265,data/my-custom\female1_1a_2_neutral.wav,neutral
266,data/my-custom\female1_1b_1_neutral.wav,neutral
267,data/my-custom\female1_1b_2_neutral.wav,neutral
268,data/my-custom\female1_2a_1_neutral.wav,neutral
269,data/my-custom\female1_2a_2_neutral.wav,neutral
270,data/my-custom\female1_2b_1_neutral.wav,neutral
271,data/my-custom\female1_2b_2_neutral.wav,neutral
272,data/my-custom\female1_3a_1_neutral.wav,neutral
273,data/my-custom\female1_3a_2_neutral.wav,neutral
274,data/my-custom\female1_3b_1_neutral.wav,neutral
275,data/my-custom\female1_3b_2_neutral.wav,neutral
276,data/my-custom\female1_4a_1_neutral.wav,neutral
277,data/my-custom\female1_4a_2_neutral.wav,neutral
278,data/my-custom\female1_4b_1_neutral.wav,neutral
279,data/my-custom\female1_4b_2_neutral.wav,neutral
280,data/my-custom\female1_5a_1_neutral.wav,neutral
281,data/my-custom\female1_5a_2_neutral.wav,neutral
282,data/my-custom\female1_5b_1_neutral.wav,neutral
283,data/my-custom\female1_5b_2_neutral.wav,neutral
284,data/my-custom\female1_6a_1_neutral.wav,neutral
285,data/my-custom\female1_6a_2_neutral.wav,neutral
286,data/my-custom\female1_6b_1_neutral.wav,neutral
287,data/my-custom\female1_6b_2_neutral.wav,neutral
288,data/my-custom\female1_7a_1_neutral.wav,neutral
289,data/my-custom\female1_7a_2_neutral.wav,neutral
290,data/my-custom\female1_7b_1_neutral.wav,neutral
291,data/my-custom\female1_7b_2_neutral.wav,neutral
292,data/my-custom\female1_8a_1_neutral.wav,neutral
293,data/my-custom\female1_8a_2_neutral.wav,neutral
294,data/my-custom\female1_8b_1_neutral.wav,neutral
295,data/my-custom\female1_8b_2_neutral.wav,neutral
296,data/my-custom\female1_9a_1_neutral.wav,neutral
297,data/my-custom\female1_9a_2_neutral.wav,neutral
298,data/my-custom\female1_9b_1_neutral.wav,neutral
299,data/my-custom\female1_9b_2_neutral.wav,neutral
300,data/my-custom\female2_10a_1_neutral.wav,neutral
301,data/my-custom\female2_10a_2_neutral.wav,neutral
302,data/my-custom\female2_10b_1_neutral.wav,neutral
303,data/my-custom\female2_10b_2_neutral.wav,neutral
304,data/my-custom\female2_11a_1_neutral.wav,neutral
305,data/my-custom\female2_11a_2_neutral.wav,neutral
306,data/my-custom\female2_11b_1_neutral.wav,neutral
307,data/my-custom\female2_11b_2_neutral.wav,neutral
308,data/my-custom\female2_12a_1_neutral.wav,neutral
309,data/my-custom\female2_12a_2_neutral.wav,neutral
310,data/my-custom\female2_12b_1_neutral.wav,neutral
311,data/my-custom\female2_12b_2_neutral.wav,neutral
312,data/my-custom\female2_13a_1_neutral.wav,neutral
313,data/my-custom\female2_13a_2_neutral.wav,neutral
314,data/my-custom\female2_13b_1_neutral.wav,neutral
315,data/my-custom\female2_13b_2_neutral.wav,neutral
316,data/my-custom\female2_14a_1_neutral.wav,neutral
317,data/my-custom\female2_14a_2_neutral.wav,neutral
318,data/my-custom\female2_14b_1_neutral.wav,neutral
319,data/my-custom\female2_14b_2_neutral.wav,neutral
320,data/my-custom\female2_15a_1_neutral.wav,neutral
321,data/my-custom\female2_15a_2_neutral.wav,neutral
322,data/my-custom\female2_15b_1_neutral.wav,neutral
323,data/my-custom\female2_15b_2_neutral.wav,neutral
324,data/my-custom\female2_1a_1_neutral.wav,neutral
325,data/my-custom\female2_1a_2_neutral.wav,neutral
326,data/my-custom\female2_1b_1_neutral.wav,neutral
327,data/my-custom\female2_1b_2_neutral.wav,neutral
328,data/my-custom\female2_2a_1_neutral.wav,neutral
329,data/my-custom\female2_2a_2_neutral.wav,neutral
330,data/my-custom\female2_2b_1_neutral.wav,neutral
331,data/my-custom\female2_2b_2_neutral.wav,neutral
332,data/my-custom\female2_3a_1_neutral.wav,neutral
333,data/my-custom\female2_3a_2_neutral.wav,neutral
334,data/my-custom\female2_3b_1_neutral.wav,neutral
335,data/my-custom\female2_3b_2_neutral.wav,neutral
336,data/my-custom\female2_4a_1_neutral.wav,neutral
337,data/my-custom\female2_4a_2_neutral.wav,neutral
338,data/my-custom\female2_4b_1_neutral.wav,neutral
339,data/my-custom\female2_4b_2_neutral.wav,neutral
340,data/my-custom\female2_5a_1_neutral.wav,neutral
341,data/my-custom\female2_5a_2_neutral.wav,neutral
342,data/my-custom\female2_5b_1_neutral.wav,neutral
343,data/my-custom\female2_5b_2_neutral.wav,neutral
344,data/my-custom\female2_6a_1_neutral.wav,neutral
345,data/my-custom\female2_6a_2_neutral.wav,neutral
346,data/my-custom\female2_6b_1_neutral.wav,neutral
347,data/my-custom\female2_6b_2_neutral.wav,neutral
348,data/my-custom\female2_7a_1_neutral.wav,neutral
349,data/my-custom\female2_7a_2_neutral.wav,neutral
350,data/my-custom\female2_7b_1_neutral.wav,neutral
351,data/my-custom\female2_7b_2_neutral.wav,neutral
352,data/my-custom\female2_8a_1_neutral.wav,neutral
353,data/my-custom\female2_8a_2_neutral.wav,neutral
354,data/my-custom\female2_8b_1_neutral.wav,neutral
355,data/my-custom\female2_8b_2_neutral.wav,neutral
356,data/my-custom\female2_9a_1_neutral.wav,neutral
357,data/my-custom\female2_9a_2_neutral.wav,neutral
358,data/my-custom\female2_9b_1_neutral.wav,neutral
359,data/my-custom\female2_9b_2_neutral.wav,neutral
360,data/my-custom\male1_10a_1_neutral.wav,neutral
361,data/my-custom\male1_10a_2_neutral.wav,neutral
362,data/my-custom\male1_10b_1_neutral.wav,neutral
363,data/my-custom\male1_10b_2_neutral.wav,neutral
364,data/my-custom\male1_11a_1_neutral.wav,neutral
365,data/my-custom\male1_11a_2_neutral.wav,neutral
366,data/my-custom\male1_11b_1_neutral.wav,neutral
367,data/my-custom\male1_11b_2_neutral.wav,neutral
368,data/my-custom\male1_12a_1_neutral.wav,neutral
369,data/my-custom\male1_12a_2_neutral.wav,neutral
370,data/my-custom\male1_12b_1_neutral.wav,neutral
371,data/my-custom\male1_12b_2_neutral.wav,neutral
372,data/my-custom\male1_13a_1_neutral.wav,neutral
373,data/my-custom\male1_13a_2_neutral.wav,neutral
374,data/my-custom\male1_13b_1_neutral.wav,neutral
375,data/my-custom\male1_13b_2_neutral.wav,neutral
376,data/my-custom\male1_14a_1_neutral.wav,neutral
377,data/my-custom\male1_14a_2_neutral.wav,neutral
378,data/my-custom\male1_14b_1_neutral.wav,neutral
379,data/my-custom\male1_14b_2_neutral.wav,neutral
380,data/my-custom\male1_15a_1_neutral.wav,neutral
381,data/my-custom\male1_15a_2_neutral.wav,neutral
382,data/my-custom\male1_15b_1_neutral.wav,neutral
383,data/my-custom\male1_15b_2_neutral.wav,neutral
384,data/my-custom\male1_1a_1_neutral.wav,neutral
385,data/my-custom\male1_1a_2_neutral.wav,neutral
386,data/my-custom\male1_1b_1_neutral.wav,neutral
387,data/my-custom\male1_1b_2_neutral.wav,neutral
388,data/my-custom\male1_2a_1_neutral.wav,neutral
389,data/my-custom\male1_2a_2_neutral.wav,neutral
390,data/my-custom\male1_2b_1_neutral.wav,neutral
391,data/my-custom\male1_2b_2_neutral.wav,neutral
392,data/my-custom\male1_3a_1_neutral.wav,neutral
393,data/my-custom\male1_3a_2_neutral.wav,neutral
394,data/my-custom\male1_3b_1_neutral.wav,neutral
395,data/my-custom\male1_3b_2_neutral.wav,neutral
396,data/my-custom\male1_4a_1_neutral.wav,neutral
397,data/my-custom\male1_4a_2_neutral.wav,neutral
398,data/my-custom\male1_4b_1_neutral.wav,neutral
399,data/my-custom\male1_4b_2_neutral.wav,neutral
400,data/my-custom\male1_5a_1_neutral.wav,neutral
401,data/my-custom\male1_5a_2_neutral.wav,neutral
402,data/my-custom\male1_5b_1_neutral.wav,neutral
403,data/my-custom\male1_5b_2_neutral.wav,neutral
404,data/my-custom\male1_6a_1_neutral.wav,neutral
405,data/my-custom\male1_6a_2_neutral.wav,neutral
406,data/my-custom\male1_6b_1_neutral.wav,neutral
407,data/my-custom\male1_6b_2_neutral.wav,neutral
408,data/my-custom\male1_7a_1_neutral.wav,neutral
409,data/my-custom\male1_7a_2_neutral.wav,neutral
410,data/my-custom\male1_7b_1_neutral.wav,neutral
411,data/my-custom\male1_7b_2_neutral.wav,neutral
412,data/my-custom\male1_8a_1_neutral.wav,neutral
413,data/my-custom\male1_8a_2_neutral.wav,neutral
414,data/my-custom\male1_8b_1_neutral.wav,neutral
415,data/my-custom\male1_8b_2_neutral.wav,neutral
416,data/my-custom\male1_9a_1_neutral.wav,neutral
417,data/my-custom\male1_9a_2_neutral.wav,neutral
418,data/my-custom\male1_9b_1_neutral.wav,neutral
419,data/my-custom\male1_9b_2_neutral.wav,neutral
420,data/my-custom\male2_10a_1_neutral.wav,neutral
421,data/my-custom\male2_10a_2_neutral.wav,neutral
422,data/my-custom\male2_10b_1_neutral.wav,neutral
423,data/my-custom\male2_10b_2_neutral.wav,neutral
424,data/my-custom\male2_11a_1_neutral.wav,neutral
425,data/my-custom\male2_11a_2_neutral.wav,neutral
426,data/my-custom\male2_11b_1_neutral.wav,neutral
427,data/my-custom\male2_11b_2_neutral.wav,neutral
428,data/my-custom\male2_12a_1_neutral.wav,neutral
429,data/my-custom\male2_12a_2_neutral.wav,neutral
430,data/my-custom\male2_12b_1_neutral.wav,neutral
431,data/my-custom\male2_12b_2_neutral.wav,neutral
432,data/my-custom\male2_13a_1_neutral.wav,neutral
433,data/my-custom\male2_13a_2_neutral.wav,neutral
434,data/my-custom\male2_13b_1_neutral.wav,neutral
435,data/my-custom\male2_13b_2_neutral.wav,neutral
436,data/my-custom\male2_14a_1_neutral.wav,neutral
437,data/my-custom\male2_14a_2_neutral.wav,neutral
438,data/my-custom\male2_14b_1_neutral.wav,neutral
439,data/my-custom\male2_14b_2_neutral.wav,neutral
440,data/my-custom\male2_15a_1_neutral.wav,neutral
441,data/my-custom\male2_15a_2_neutral.wav,neutral
442,data/my-custom\male2_15b_1_neutral.wav,neutral
443,data/my-custom\male2_15b_2_neutral.wav,neutral
444,data/my-custom\male2_1a_1_neutral.wav,neutral
445,data/my-custom\male2_1a_2_neutral.wav,neutral
446,data/my-custom\male2_1b_1_neutral.wav,neutral
447,data/my-custom\male2_1b_2_neutral.wav,neutral
448,data/my-custom\male2_2a_1_neutral.wav,neutral
449,data/my-custom\male2_2a_2_neutral.wav,neutral
450,data/my-custom\male2_2b_1_neutral.wav,neutral
451,data/my-custom\male2_2b_2_neutral.wav,neutral
452,data/my-custom\male2_3a_1_neutral.wav,neutral
453,data/my-custom\male2_3a_2_neutral.wav,neutral
454,data/my-custom\male2_3b_1_neutral.wav,neutral
455,data/my-custom\male2_3b_2_neutral.wav,neutral
456,data/my-custom\male2_4a_1_neutral.wav,neutral
457,data/my-custom\male2_4a_2_neutral.wav,neutral
458,data/my-custom\male2_4b_1_neutral.wav,neutral
459,data/my-custom\male2_4b_2_neutral.wav,neutral
460,data/my-custom\male2_5a_1_neutral.wav,neutral
461,data/my-custom\male2_5a_2_neutral.wav,neutral
462,data/my-custom\male2_5b_1_neutral.wav,neutral
463,data/my-custom\male2_5b_2_neutral.wav,neutral
464,data/my-custom\male2_6a_1_neutral.wav,neutral
465,data/my-custom\male2_6a_2_neutral.wav,neutral
466,data/my-custom\male2_6b_1_neutral.wav,neutral
467,data/my-custom\male2_6b_2_neutral.wav,neutral
468,data/my-custom\male2_7a_1_neutral.wav,neutral
469,data/my-custom\male2_7a_2_neutral.wav,neutral
470,data/my-custom\male2_7b_1_neutral.wav,neutral
471,data/my-custom\male2_7b_2_neutral.wav,neutral
472,data/my-custom\male2_8a_1_neutral.wav,neutral
473,data/my-custom\male2_8a_2_neutral.wav,neutral
474,data/my-custom\male2_8b_1_neutral.wav,neutral
475,data/my-custom\male2_8b_2_neutral.wav,neutral
476,data/my-custom\male2_9a_1_neutral.wav,neutral
477,data/my-custom\male2_9a_2_neutral.wav,neutral
478,data/my-custom\male2_9b_1_neutral.wav,neutral
479,data/my-custom\male2_9b_2_neutral.wav,neutral
480,data/my-custom\female1_10a_1_happy.wav,happy
481,data/my-custom\female1_10a_2_happy.wav,happy
482,data/my-custom\female1_10b_1_happy.wav,happy
483,data/my-custom\female1_10b_2_happy.wav,happy
484,data/my-custom\female1_11a_1_happy.wav,happy
485,data/my-custom\female1_11a_2_happy.wav,happy
486,data/my-custom\female1_11b_1_happy.wav,happy
487,data/my-custom\female1_11b_2_happy.wav,happy
488,data/my-custom\female1_12a_1_happy.wav,happy
489,data/my-custom\female1_12a_2_happy.wav,happy
490,data/my-custom\female1_12b_1_happy.wav,happy
491,data/my-custom\female1_12b_2_happy.wav,happy
492,data/my-custom\female1_13a_1_happy.wav,happy
493,data/my-custom\female1_13a_2_happy.wav,happy
494,data/my-custom\female1_13b_1_happy.wav,happy
495,data/my-custom\female1_13b_2_happy.wav,happy
496,data/my-custom\female1_14a_1_happy.wav,happy
497,data/my-custom\female1_14a_2_happy.wav,happy
498,data/my-custom\female1_14b_1_happy.wav,happy
499,data/my-custom\female1_14b_2_happy.wav,happy
500,data/my-custom\female1_15a_1_happy.wav,happy
501,data/my-custom\female1_15a_2_happy.wav,happy
502,data/my-custom\female1_15b_1_happy.wav,happy
503,data/my-custom\female1_15b_2_happy.wav,happy
504,data/my-custom\female1_1a_1_happy.wav,happy
505,data/my-custom\female1_1a_2_happy.wav,happy
506,data/my-custom\female1_1b_1_happy.wav,happy
507,data/my-custom\female1_1b_2_happy.wav,happy
508,data/my-custom\female1_2a_1_happy.wav,happy
509,data/my-custom\female1_2a_2_happy.wav,happy
510,data/my-custom\female1_2b_1_happy.wav,happy
511,data/my-custom\female1_2b_2_happy.wav,happy
512,data/my-custom\female1_3a_1_happy.wav,happy
513,data/my-custom\female1_3a_2_happy.wav,happy
514,data/my-custom\female1_3b_1_happy.wav,happy
515,data/my-custom\female1_3b_2_happy.wav,happy
516,data/my-custom\female1_4a_1_happy.wav,happy
517,data/my-custom\female1_4a_2_happy.wav,happy
518,data/my-custom\female1_4b_1_happy.wav,happy
