,path,emotion
24,data/training\Actor_02\03-02-01-01-01-02-02_neutral.wav,NEUTRAL
25,data/training\Actor_02\03-02-01-01-02-01-02_neutral.wav,NEUTRAL
26,data/training\Actor_02\03-02-01-01-02-02-02_neutral.wav,NEUTRAL
27,data/training\Actor_02\03-02-01-01-02-02-02_noise_neutral.wav,NEUTRAL
28,data/training\Actor_03\03-02-01-01-01-01-03_neutral.wav,NEUTRAL
29,data/training\Actor_03\03-02-01-01-01-02-03_neutral.wav,NEUTRAL
30,data/training\Actor_03\03-02-01-01-02-01-03_neutral.wav,NEUTRAL
31,data/training\Actor_03\03-02-01-01-02-02-03_neutral.wav,NEUTRAL
32,data/training\Actor_03\03_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
33,data/training\Actor_03\03_01_01_01_kids-talking_neutral.wav,NEUTRAL
34,data/training\Actor_03\03_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
35,data/training\Actor_03\03_01_01_02_kids-talking_neutral.wav,NEUTRAL
36,data/training\Actor_03\03_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
37,data/training\Actor_03\03_02_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
38,data/training\Actor_03\03_02_01_01_kids-talking_neutral.wav,NEUTRAL
39,data/training\Actor_03\03_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
40,data/training\Actor_03\03_02_01_02_kids-talking_neutral.wav,NEUTRAL
41,data/training\Actor_04\03-02-01-01-01-01-04_neutral.wav,NEUTRAL
42,data/training\Actor_04\03-02-01-01-01-02-04_neutral.wav,NEUTRAL
43,data/training\Actor_04\03-02-01-01-02-01-04_neutral.wav,NEUTRAL
44,data/training\Actor_04\03-02-01-01-02-02-04_neutral.wav,NEUTRAL
45,data/training\Actor_04\03-02-01-01-02-02-04_noise_neutral.wav,NEUTRAL
46,data/training\Actor_04\04_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
47,data/training\Actor_04\04_01_01_01_kids-talking_neutral.wav,NEUTRAL
48,data/training\Actor_04\04_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
49,data/training\Actor_04\04_01_01_02_kids-talking_neutral.wav,NEUTRAL
50,data/training\Actor_04\04_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
51,data/training\Actor_04\04_02_01_01_kids-talking_neutral.wav,NEUTRAL
52,data/training\Actor_04\04_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
53,data/training\Actor_04\04_02_01_02_kids-talking_neutral.wav,NEUTRAL
54,data/training\Actor_05\03-02-01-01-01-01-05_neutral.wav,NEUTRAL
55,data/training\Actor_05\03-02-01-01-01-01-05_noise_neutral.wav,NEUTRAL
56,data/training\Actor_05\03-02-01-01-01-02-05_neutral.wav,NEUTRAL
57,data/training\Actor_05\03-02-01-01-02-01-05_neutral.wav,NEUTRAL
58,data/training\Actor_05\03-02-01-01-02-02-05_neutral.wav,NEUTRAL
59,data/training\Actor_05\05_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
60,data/training\Actor_05\05_01_01_01_kids-talking_neutral.wav,NEUTRAL
61,data/training\Actor_05\05_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
62,data/training\Actor_05\05_01_01_02_kids-talking_neutral.wav,NEUTRAL
63,data/training\Actor_05\05_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
64,data/training\Actor_05\05_02_01_01_kids-talking_neutral.wav,NEUTRAL
65,data/training\Actor_05\05_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
66,data/training\Actor_05\05_02_01_02_dogs-sitting_noise_neutral.wav,NEUTRAL
67,data/training\Actor_05\05_02_01_02_kids-talking_neutral.wav,NEUTRAL
68,data/training\Actor_06\03-02-01-01-01-01-06_neutral.wav,NEUTRAL
69,data/training\Actor_06\03-02-01-01-01-02-06_neutral.wav,NEUTRAL
70,data/training\Actor_06\03-02-01-01-01-02-06_noise_neutral.wav,NEUTRAL
71,data/training\Actor_06\03-02-01-01-02-01-06_neutral.wav,NEUTRAL
72,data/training\Actor_06\03-02-01-01-02-02-06_neutral.wav,NEUTRAL
73,data/training\Actor_06\06_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
74,data/training\Actor_06\06_01_01_01_kids-talking_neutral.wav,NEUTRAL
75,data/training\Actor_06\06_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
76,data/training\Actor_06\06_01_01_02_kids-talking_neutral.wav,NEUTRAL
77,data/training\Actor_06\06_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
78,data/training\Actor_06\06_02_01_01_kids-talking_neutral.wav,NEUTRAL
79,data/training\Actor_06\06_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
80,data/training\Actor_06\06_02_01_02_kids-talking_neutral.wav,NEUTRAL
81,data/training\Actor_06\06_02_01_02_kids-talking_noise_neutral.wav,NEUTRAL
82,data/training\Actor_07\07_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
83,data/training\Actor_07\07_01_01_01_kids-talking_neutral.wav,NEUTRAL
84,data/training\Actor_07\07_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
85,data/training\Actor_07\07_01_01_02_kids-talking_neutral.wav,NEUTRAL
86,data/training\Actor_07\07_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
87,data/training\Actor_07\07_02_01_01_kids-talking_neutral.wav,NEUTRAL
88,data/training\Actor_07\07_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
89,data/training\Actor_07\07_02_01_02_kids-talking_neutral.wav,NEUTRAL
90,data/training\Actor_07\07_02_01_02_kids-talking_noise_neutral.wav,NEUTRAL
91,data/training\Actor_08\08_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
92,data/training\Actor_08\08_01_01_01_kids-talking_neutral.wav,NEUTRAL
93,data/training\Actor_08\08_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
94,data/training\Actor_08\08_01_01_02_kids-talking_neutral.wav,NEUTRAL
95,data/training\Actor_08\08_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
96,data/training\Actor_08\08_02_01_01_kids-talking_neutral.wav,NEUTRAL
97,data/training\Actor_08\08_02_01_01_kids-talking_noise_neutral.wav,NEUTRAL
98,data/training\Actor_08\08_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
99,data/training\Actor_08\08_02_01_02_kids-talking_neutral.wav,NEUTRAL
100,data/training\Actor_09\09_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
101,data/training\Actor_09\09_01_01_01_kids-talking_neutral.wav,NEUTRAL
102,data/training\Actor_09\09_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
103,data/training\Actor_09\09_01_01_02_kids-talking_neutral.wav,NEUTRAL
104,data/training\Actor_09\09_01_01_02_kids-talking_noise_neutral.wav,NEUTRAL
105,data/training\Actor_09\09_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
106,data/training\Actor_09\09_02_01_01_kids-talking_neutral.wav,NEUTRAL
107,data/training\Actor_09\09_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
108,data/training\Actor_09\09_02_01_02_kids-talking_neutral.wav,NEUTRAL
109,data/training\Actor_09\09_02_01_02_kids-talking_noise_neutral.wav,NEUTRAL
110,data/training\Actor_10\10_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
111,data/training\Actor_10\10_01_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
112,data/training\Actor_10\10_01_01_01_kids-talking_neutral.wav,NEUTRAL
113,data/training\Actor_10\10_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
114,data/training\Actor_10\10_01_01_02_kids-talking_neutral.wav,NEUTRAL
115,data/training\Actor_10\10_01_01_02_kids-talking_noise_neutral.wav,NEUTRAL
116,data/training\Actor_10\10_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
117,data/training\Actor_10\10_02_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
118,data/training\Actor_10\10_02_01_01_kids-talking_neutral.wav,NEUTRAL
119,data/training\Actor_10\10_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
120,data/training\Actor_10\10_02_01_02_dogs-sitting_noise_neutral.wav,NEUTRAL
121,data/training\Actor_10\10_02_01_02_kids-talking_neutral.wav,NEUTRAL
122,data/training\Actor_11\03-02-01-01-01-01-11_neutral.wav,NEUTRAL
123,data/training\Actor_11\03-02-01-01-01-01-11_noise_neutral.wav,NEUTRAL
124,data/training\Actor_11\03-02-01-01-01-02-11_neutral.wav,NEUTRAL
125,data/training\Actor_11\03-02-01-01-02-01-11_neutral.wav,NEUTRAL
126,data/training\Actor_11\03-02-01-01-02-02-11_neutral.wav,NEUTRAL
127,data/training\Actor_11\03-02-01-01-02-02-11_noise_neutral.wav,NEUTRAL
128,data/training\Actor_11\11_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
129,data/training\Actor_11\11_01_01_01_kids-talking_neutral.wav,NEUTRAL
130,data/training\Actor_11\11_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
131,data/training\Actor_11\11_01_01_02_kids-talking_neutral.wav,NEUTRAL
132,data/training\Actor_11\11_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
133,data/training\Actor_11\11_02_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
134,data/training\Actor_11\11_02_01_01_kids-talking_neutral.wav,NEUTRAL
135,data/training\Actor_11\11_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
136,data/training\Actor_11\11_02_01_02_dogs-sitting_noise_neutral.wav,NEUTRAL
137,data/training\Actor_11\11_02_01_02_kids-talking_neutral.wav,NEUTRAL
138,data/training\Actor_12\03-02-01-01-01-01-12_neutral.wav,NEUTRAL
139,data/training\Actor_12\03-02-01-01-01-02-12_neutral.wav,NEUTRAL
140,data/training\Actor_12\03-02-01-01-02-01-12_neutral.wav,NEUTRAL
141,data/training\Actor_12\03-02-01-01-02-01-12_noise_neutral.wav,NEUTRAL
142,data/training\Actor_12\03-02-01-01-02-02-12_neutral.wav,NEUTRAL
143,data/training\Actor_12\03-02-01-01-02-02-12_noise_neutral.wav,NEUTRAL
144,data/training\Actor_12\12_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
145,data/training\Actor_12\12_01_01_01_kids-talking_neutral.wav,NEUTRAL
146,data/training\Actor_12\12_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
147,data/training\Actor_12\12_01_01_02_kids-talking_neutral.wav,NEUTRAL
148,data/training\Actor_12\12_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
149,data/training\Actor_12\12_02_01_01_kids-talking_neutral.wav,NEUTRAL
150,data/training\Actor_12\12_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
151,data/training\Actor_12\12_02_01_02_kids-talking_neutral.wav,NEUTRAL
152,data/training\Actor_12\12_02_01_02_kids-talking_noise_neutral.wav,NEUTRAL
153,data/training\Actor_13\03-02-01-01-01-01-13_neutral.wav,NEUTRAL
154,data/training\Actor_13\03-02-01-01-01-02-13_neutral.wav,NEUTRAL
155,data/training\Actor_13\03-02-01-01-02-01-13_neutral.wav,NEUTRAL
156,data/training\Actor_13\03-02-01-01-02-02-13_neutral.wav,NEUTRAL
157,data/training\Actor_13\13_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
158,data/training\Actor_13\13_01_01_01_kids-talking_neutral.wav,NEUTRAL
159,data/training\Actor_13\13_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
160,data/training\Actor_13\13_01_01_02_kids-talking_neutral.wav,NEUTRAL
161,data/training\Actor_13\13_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
162,data/training\Actor_13\13_02_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
163,data/training\Actor_13\13_02_01_01_kids-talking_neutral.wav,NEUTRAL
164,data/training\Actor_13\13_02_01_01_kids-talking_noise_neutral.wav,NEUTRAL
165,data/training\Actor_13\13_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
166,data/training\Actor_13\13_02_01_02_dogs-sitting_noise_neutral.wav,NEUTRAL
167,data/training\Actor_13\13_02_01_02_kids-talking_neutral.wav,NEUTRAL
168,data/training\Actor_14\03-02-01-01-01-01-14_neutral.wav,NEUTRAL
169,data/training\Actor_14\03-02-01-01-01-02-14_neutral.wav,NEUTRAL
170,data/training\Actor_14\03-02-01-01-01-02-14_noise_neutral.wav,NEUTRAL
171,data/training\Actor_14\03-02-01-01-02-01-14_neutral.wav,NEUTRAL
172,data/training\Actor_14\03-02-01-01-02-01-14_noise_neutral.wav,NEUTRAL
173,data/training\Actor_14\03-02-01-01-02-02-14_neutral.wav,NEUTRAL
174,data/training\Actor_14\14_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
175,data/training\Actor_14\14_02_01_01_kids-talking_neutral.wav,NEUTRAL
176,data/training\Actor_14\14_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
177,data/training\Actor_14\14_02_01_02_kids-talking_neutral.wav,NEUTRAL
178,data/training\Actor_15\03-02-01-01-01-01-15_neutral.wav,NEUTRAL
179,data/training\Actor_15\03-02-01-01-01-02-15_neutral.wav,NEUTRAL
180,data/training\Actor_15\03-02-01-01-02-01-15_neutral.wav,NEUTRAL
181,data/training\Actor_15\03-02-01-01-02-02-15_neutral.wav,NEUTRAL
182,data/training\Actor_15\15_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
183,data/training\Actor_15\15_02_01_01_kids-talking_neutral.wav,NEUTRAL
184,data/training\Actor_15\15_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
185,data/training\Actor_15\15_02_01_02_kids-talking_neutral.wav,NEUTRAL
186,data/training\Actor_16\03-02-01-01-01-01-16_neutral.wav,NEUTRAL
187,data/training\Actor_16\03-02-01-01-01-02-16_neutral.wav,NEUTRAL
188,data/training\Actor_16\03-02-01-01-02-01-16_neutral.wav,NEUTRAL
189,data/training\Actor_16\03-02-01-01-02-02-16_neutral.wav,NEUTRAL
190,data/training\Actor_16\16_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
191,data/training\Actor_16\16_02_01_01_kids-talking_neutral.wav,NEUTRAL
192,data/training\Actor_16\16_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
193,data/training\Actor_16\16_02_01_02_kids-talking_neutral.wav,NEUTRAL
194,data/training\Actor_17\03-02-01-01-01-01-17_neutral.wav,NEUTRAL
195,data/training\Actor_17\03-02-01-01-01-02-17_neutral.wav,NEUTRAL
196,data/training\Actor_17\03-02-01-01-02-01-17_neutral.wav,NEUTRAL
197,data/training\Actor_17\03-02-01-01-02-01-17_noise_neutral.wav,NEUTRAL
198,data/training\Actor_17\03-02-01-01-02-02-17_neutral.wav,NEUTRAL
199,data/training\Actor_17\03-02-01-01-02-02-17_noise_neutral.wav,NEUTRAL
200,data/training\Actor_17\17_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
201,data/training\Actor_17\17_02_01_01_kids-talking_neutral.wav,NEUTRAL
202,data/training\Actor_17\17_02_01_01_kids-talking_noise_neutral.wav,NEUTRAL
203,data/training\Actor_17\17_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
204,data/training\Actor_17\17_02_01_02_dogs-sitting_noise_neutral.wav,NEUTRAL
205,data/training\Actor_17\17_02_01_02_kids-talking_neutral.wav,NEUTRAL
206,data/training\Actor_18\18_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
207,data/training\Actor_18\18_01_01_01_kids-talking_neutral.wav,NEUTRAL
208,data/training\Actor_18\18_01_01_01_kids-talking_noise_neutral.wav,NEUTRAL
209,data/training\Actor_18\18_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
210,data/training\Actor_18\18_01_01_02_kids-talking_neutral.wav,NEUTRAL
211,data/training\Actor_19\03-02-01-01-01-01-19_neutral.wav,NEUTRAL
212,data/training\Actor_19\03-02-01-01-01-02-19_neutral.wav,NEUTRAL
213,data/training\Actor_19\03-02-01-01-01-02-19_noise_neutral.wav,NEUTRAL
214,data/training\Actor_19\03-02-01-01-02-01-19_neutral.wav,NEUTRAL
215,data/training\Actor_19\03-02-01-01-02-02-19_neutral.wav,NEUTRAL
216,data/training\Actor_19\19_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
217,data/training\Actor_19\19_01_01_01_kids-talking_neutral.wav,NEUTRAL
218,data/training\Actor_19\19_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
219,data/training\Actor_19\19_01_01_02_kids-talking_neutral.wav,NEUTRAL
220,data/training\Actor_19\19_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
221,data/training\Actor_19\19_02_01_01_kids-talking_neutral.wav,NEUTRAL
222,data/training\Actor_19\19_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
223,data/training\Actor_19\19_02_01_02_kids-talking_neutral.wav,NEUTRAL
224,data/training\Actor_19\19_02_01_02_kids-talking_noise_neutral.wav,NEUTRAL
225,data/training\Actor_20\03-02-01-01-01-01-20_neutral.wav,NEUTRAL
226,data/training\Actor_20\03-02-01-01-01-02-20_neutral.wav,NEUTRAL
227,data/training\Actor_20\03-02-01-01-02-01-20_neutral.wav,NEUTRAL
228,data/training\Actor_20\03-02-01-01-02-01-20_noise_neutral.wav,NEUTRAL
229,data/training\Actor_20\03-02-01-01-02-02-20_neutral.wav,NEUTRAL
230,data/training\Actor_20\20_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
231,data/training\Actor_20\20_01_01_01_kids-talking_neutral.wav,NEUTRAL
232,data/training\Actor_20\20_01_01_01_kids-talking_noise_neutral.wav,NEUTRAL
233,data/training\Actor_20\20_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
234,data/training\Actor_20\20_01_01_02_kids-talking_neutral.wav,NEUTRAL
235,data/training\Actor_21\03-02-01-01-01-01-21_neutral.wav,NEUTRAL
236,data/training\Actor_21\03-02-01-01-01-02-21_neutral.wav,NEUTRAL
237,data/training\Actor_21\03-02-01-01-01-02-21_noise_neutral.wav,NEUTRAL
238,data/training\Actor_21\03-02-01-01-02-01-21_neutral.wav,NEUTRAL
239,data/training\Actor_21\03-02-01-01-02-01-21_noise_neutral.wav,NEUTRAL
240,data/training\Actor_21\03-02-01-01-02-02-21_neutral.wav,NEUTRAL
241,data/training\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
242,data/training\Actor_21\21_01_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
243,data/training\Actor_21\21_01_01_01_kids-talking_neutral.wav,NEUTRAL
244,data/training\Actor_21\21_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
245,data/training\Actor_21\21_01_01_02_kids-talking_neutral.wav,NEUTRAL
246,data/training\Actor_22\03-02-01-01-01-01-22_neutral.wav,NEUTRAL
247,data/training\Actor_22\03-02-01-01-01-02-22_neutral.wav,NEUTRAL
248,data/training\Actor_22\03-02-01-01-02-01-22_neutral.wav,NEUTRAL
249,data/training\Actor_22\03-02-01-01-02-02-22_neutral.wav,NEUTRAL
250,data/training\Actor_22\22_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
251,data/training\Actor_22\22_01_01_01_kids-talking_neutral.wav,NEUTRAL
252,data/training\Actor_22\22_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
253,data/training\Actor_22\22_01_01_02_kids-talking_neutral.wav,NEUTRAL
254,data/training\Actor_23\03-02-01-01-01-01-23_neutral.wav,NEUTRAL
255,data/training\Actor_23\03-02-01-01-01-02-23_neutral.wav,NEUTRAL
256,data/training\Actor_23\03-02-01-01-02-01-23_neutral.wav,NEUTRAL
257,data/training\Actor_23\03-02-01-01-02-02-23_neutral.wav,NEUTRAL
258,data/training\Actor_23\23_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
259,data/training\Actor_23\23_01_01_01_dogs-sitting_noise_neutral.wav,NEUTRAL
260,data/training\Actor_23\23_01_01_01_kids-talking_neutral.wav,NEUTRAL
261,data/training\Actor_23\23_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
262,data/training\Actor_23\23_01_01_02_kids-talking_neutral.wav,NEUTRAL
263,data/training\Actor_24\03-02-01-01-01-01-24_neutral.wav,NEUTRAL
264,data/training\Actor_24\03-02-01-01-01-02-24_neutral.wav,NEUTRAL
265,data/training\Actor_24\03-02-01-01-02-01-24_neutral.wav,NEUTRAL
266,data/training\Actor_24\03-02-01-01-02-02-24_neutral.wav,NEUTRAL
267,data/training\Actor_24\24_01_01_01_dogs-sitting_neutral.wav,NEUTRAL
268,data/training\Actor_24\24_01_01_01_kids-talking_neutral.wav,NEUTRAL
269,data/training\Actor_24\24_01_01_02_dogs-sitting_neutral.wav,NEUTRAL
270,data/training\Actor_24\24_01_01_02_kids-talking_neutral.wav,NEUTRAL
271,data/training\Actor_24\24_02_01_01_dogs-sitting_neutral.wav,NEUTRAL
272,data/training\Actor_24\24_02_01_01_kids-talking_neutral.wav,NEUTRAL
273,data/training\Actor_24\24_02_01_02_dogs-sitting_neutral.wav,NEUTRAL
274,data/training\Actor_24\24_02_01_02_kids-talking_neutral.wav,NEUTRAL
275,data/training\Actor_25\25_01_01_01_fat_neutral.wav,NEUTRAL
276,data/training\Actor_25\25_01_01_01_fit_neutral.wav,NEUTRAL
277,data/training\Actor_25\25_01_01_01_five_neutral.wav,NEUTRAL
278,data/training\Actor_25\25_01_01_01_food_neutral.wav,NEUTRAL
279,data/training\Actor_25\25_01_01_01_food_noise_neutral.wav,NEUTRAL
280,data/training\Actor_25\25_01_01_01_gap_neutral.wav,NEUTRAL
281,data/training\Actor_25\25_01_01_01_gap_noise_neutral.wav,NEUTRAL
282,data/training\Actor_25\25_01_01_01_gas_neutral.wav,NEUTRAL
283,data/training\Actor_25\25_01_01_01_gaze_neutral.wav,NEUTRAL
284,data/training\Actor_25\25_01_01_01_germ_neutral.wav,NEUTRAL
285,data/training\Actor_25\25_01_01_01_get_neutral.wav,NEUTRAL
286,data/training\Actor_25\25_01_01_01_gin_neutral.wav,NEUTRAL
287,data/training\Actor_25\25_01_01_01_goal_neutral.wav,NEUTRAL
288,data/training\Actor_25\25_01_01_01_good_neutral.wav,NEUTRAL
289,data/training\Actor_25\25_01_01_01_goose_neutral.wav,NEUTRAL
290,data/training\Actor_25\25_01_01_01_gun_neutral.wav,NEUTRAL
291,data/training\Actor_25\25_01_01_01_half_neutral.wav,NEUTRAL
292,data/training\Actor_25\25_01_01_01_half_noise_neutral.wav,NEUTRAL
293,data/training\Actor_25\25_01_01_01_hall_neutral.wav,NEUTRAL
294,data/training\Actor_25\25_01_01_01_hash_neutral.wav,NEUTRAL
295,data/training\Actor_25\25_01_01_01_hate_neutral.wav,NEUTRAL
296,data/training\Actor_25\25_01_01_01_have_neutral.wav,NEUTRAL
297,data/training\Actor_25\25_01_01_01_haze_neutral.wav,NEUTRAL
298,data/training\Actor_25\25_01_01_01_hire_neutral.wav,NEUTRAL
299,data/training\Actor_25\25_01_01_01_hit_neutral.wav,NEUTRAL
300,data/training\Actor_25\25_01_01_01_hit_noise_neutral.wav,NEUTRAL
301,data/training\Actor_25\25_01_01_01_hole_neutral.wav,NEUTRAL
302,data/training\Actor_25\25_01_01_01_home_neutral.wav,NEUTRAL
303,data/training\Actor_25\25_01_01_01_hurl_neutral.wav,NEUTRAL
304,data/training\Actor_25\25_01_01_01_hush_neutral.wav,NEUTRAL
305,data/training\Actor_25\25_01_01_01_jail_neutral.wav,NEUTRAL
306,data/training\Actor_25\25_01_01_01_jar_neutral.wav,NEUTRAL
307,data/training\Actor_25\25_01_01_01_join_neutral.wav,NEUTRAL
308,data/training\Actor_25\25_01_01_01_join_noise_neutral.wav,NEUTRAL
309,data/training\Actor_25\25_01_01_01_judge_neutral.wav,NEUTRAL
310,data/training\Actor_25\25_01_01_01_jug_neutral.wav,NEUTRAL
311,data/training\Actor_25\25_01_01_01_juice_neutral.wav,NEUTRAL
312,data/training\Actor_25\25_01_01_01_keen_neutral.wav,NEUTRAL
313,data/training\Actor_25\25_01_01_01_keep_neutral.wav,NEUTRAL
314,data/training\Actor_25\25_01_01_01_keg_neutral.wav,NEUTRAL
315,data/training\Actor_25\25_01_01_01_keg_noise_neutral.wav,NEUTRAL
316,data/training\Actor_25\25_01_01_01_kick_neutral.wav,NEUTRAL
317,data/training\Actor_25\25_01_01_01_kick_noise_neutral.wav,NEUTRAL
318,data/training\Actor_25\25_01_01_01_kill_neutral.wav,NEUTRAL
319,data/training\Actor_25\25_01_01_01_king_neutral.wav,NEUTRAL
320,data/training\Actor_25\25_01_01_01_kite_neutral.wav,NEUTRAL
321,data/training\Actor_25\25_01_01_01_knock_neutral.wav,NEUTRAL
322,data/training\Actor_25\25_01_01_01_late_neutral.wav,NEUTRAL
323,data/training\Actor_25\25_01_01_01_laud_neutral.wav,NEUTRAL
324,data/training\Actor_25\25_01_01_01_laud_noise_neutral.wav,NEUTRAL
325,data/training\Actor_25\25_01_01_01_lean_neutral.wav,NEUTRAL
326,data/training\Actor_25\25_01_01_01_learn_neutral.wav,NEUTRAL
327,data/training\Actor_25\25_01_01_01_lease_neutral.wav,NEUTRAL
328,data/training\Actor_25\25_01_01_01_lease_noise_neutral.wav,NEUTRAL
329,data/training\Actor_25\25_01_01_01_lid_neutral.wav,NEUTRAL
330,data/training\Actor_25\25_01_01_01_life_neutral.wav,NEUTRAL
331,data/training\Actor_25\25_01_01_01_life_noise_neutral.wav,NEUTRAL
332,data/training\Actor_25\25_01_01_01_limb_neutral.wav,NEUTRAL
333,data/training\Actor_25\25_01_01_01_limb_noise_neutral.wav,NEUTRAL
334,data/training\Actor_25\25_01_01_01_live_neutral.wav,NEUTRAL
335,data/training\Actor_25\25_01_01_01_loaf_neutral.wav,NEUTRAL
336,data/training\Actor_25\25_01_01_01_long_neutral.wav,NEUTRAL
